question,answer,image_id
what is found in between the doors,television,image912
what are the objects stuck on the wall,photo,image913
what is stuck on the right side wall,television,image913
what are found below the photos,cloth_bag,image913
what is found to the opposite of the left window,bed,image913
what objects are found to the right side of the television,photo,image913
what are stuck on the wall,photo,image914
what are found on the top of the bed,"bed_sheets, pillow",image914
what are found below the photos,cloth_bag,image914
how many doors found,2,image915
what are stuck on the wall,photo,image915
what is the colour of the chair,brown,image915
what is found in the top left corner,door,image916
what is to the right of the door,bed,image916
what is found on the bed,"package_of_bedroom_sheets, pillow",image916
what is right next to the bed,lamp,image916
what is the object in the right top of the lamp shade,photo,image916
what are stuck on the wall,wall_decoration,image917
what object is found on the cabinet,"lamp, books",image917
what is the object in between the lamp,bed,image917
what objects are found on the bed,"pillow, bed_sheets",image917
what is the object that is on the right bottom,chair,image917
what is found in the middle,wardrobe,image918
what is the object found to the left of the wardrobe,guitar,image918
what is in front of the guitar,guitar_case,image918
what is the object near the pillow,lamp,image918
what is to the left of the lamp,laptop,image918
what objects are found on the cabinet,"lamp, bottle, books",image919
what is to the left of the lamp,bed,image919
what is the object plug in the switch in the switch box,chair,image919
what object is on the wall in the far end,photo,image919
what is the object found below the photo next to the chair,floor_mat,image919
what is the object found opposite to bed,television,image920
where the television is kept,tv_stand,image920
what objects are found in the right of the bed,"toy_doll, toy_dog, lamp",image920
how many shutter windows are there,2,image920
what is the colour of the toy dog,yellow,image921
what are objects on the bed,"bed_sheets, pillow",image921
what is above behind the bed,photo,image921
what is the number found in the photo frame,8,image921
what are the objects found to the right of the pillow,"lamp, table",image921
what is found above the chair,toy_shelf,image922
what objects are found in the toy shelf,"toy_doll, soft_toy",image922
what object is found near the pillow,hair_brush,image922
what are the colours in the hanging near the door,"red, yellow",image922
what is found on the cabinet,clock,image923
what is the object stuck on the wall,mirror,image923
what is the object in the mirror,wardrobe,image923
what is the object found in the left top,curtain,image923
what is found on the right side of the table lamp,bed,image924
how many pillows are there,4,image924
what is the colour of the lamp,white,image924
what is found behind the bed,window,image924
what are found in the right side,chair,image925
what is found in front of the chairs,door,image925
what is found to the left side of the door,wardrobe,image925
what is the colour of the chair,green,image925
what is to the right of the bed,night_stand,image926
