question,answer,image_id
how many light are on,6,image28
what is the violet object next to the faucet,bottle_of_soap,image48
what are the objects close to the wall,wall_decoration,image117
how many book racks,2,image119
what is on the right side of the framed paper,decorative_item,image1393
what is on the left most side on the table,microwave,image857
what is on the piano,picture,image1411
what is to the left of the window,door,image341
what is on the right side of the box,towel,image697
what is found under the sink,towel,image663
how many drawers are there,3,image994
what is to the left of ac,stove,image141
how many vertical handle in cupboard,3,image779
what is beneath the stove table,dishwasher,image826
what is to the right of the window,cabinet,image1261
what is in front of the sofa,table,image1338
what is the colour of the table,black,image1205
what is the colour of the chair,"blue, red",image986
what is on the bed,clothes,image947
what is hanging on the hooks,backpack,image302
what is the object close to the door,door_knob,image922
what is the object close to the refrigerator,magnet,image575
what is the black colour object on the cabinet,bag,image1130
what is the object to which the round clock is hung on,wall,image8
what object is found near the decoration item behind the sofa,lamp,image1248
what is on the table,"carton, basket",image496
what is placed on the shelf,glass_ware,image241
what is the colour of the symbols on the picture on the wall,purple,image1062
what is at the opposite side of the bookshelf,cabinet,image1195
what is to the left of steel rack,shelves,image103
what is on the left side of the stove,can,image760
what is to the left of the scarf,switchbox,image125
what is hanged on the left side of the sofa,curtain,image1234
what is on the right side of the sink,bowl,image898
how many glass panes are on the table,4,image463
what are around the dining table,chair,image1436
what is in the left corner in the room,chair,image1312
what is around the table,chair,image888
what are the colors of the garbage bins,"black, gray",image1
what is object on the floor left side of the cabinet,toilet,image45
what is the object found left,bag,image956
what is the object under the bottle,water_cooler,image32
what is the colour of the wall,brown,image707
what is on the sofa,"pillow, comforter",image644
how many sofas,2,image364
what is on the table,vase,image1388
what is in the basket on the right side of the toilet,magazine,image506
what is the colour of the cups on the rack in the right,blue,image101
what is at the corner of the room,door,image1402
how many drawers are there,3,image760
what is the object close to the wall in the corner on the floor,soft_toy,image67
what are the things on the cabinet,"bag, notebook",image1332
what is on the shelf,printer,image620
what is on the table,"lamp, book",image1157
what is on the table,"paper, bag",image893
what are the colours identifiable on the whiteboard,"blue, black, green",image42
what is at the right side,cabinet,image1070
what is on the left side of the bunk bed,table,image1077
what is on the right side of the bed,clothes,image531
what is on the right side of the table,blinds,image441
what is above decorative plant,picture,image149
what is on the wall,picture,image1412
what object is found on the cabinet,"lamp, books",image917
what is the object on the table,photo,image913
what is on the left most side on the sofa,clothes,image934
what is on the left side of the tissue box,lamp,image926
what is object kept on the stove,aluminium_foil,image136
what is on the left side of the sofa,carton,image618
what is the largest object,table,image1368
what is on the cardboard box,telephone,image3
what is on the wall,picture,image58
what color is the swivel chair,red,image33
what is above the night stand,"alarm_clock, lamp",image1178
what object is on the table on the right side,photo,image1291
what is on the sofa,wire,image647
what are the things on the bed,"file, paper, chart_roll, tray",image1171
what is on the drawer,laptop,image79
what is hanged on the middle of the wall,photo,image1271
whats is the object close to the ceiling,light,image114
